crop,target,task_type,count,with_images,gap_level
大白菜,除草剂药害,chemical_control,1,0,severe_gap
大白菜,除草剂药害,safety_correction,1,0,severe_gap
大白菜,霜霉病,agronomic_control,28,11,covered
大白菜,霜霉病,biological_control,15,7,covered
大白菜,霜霉病,chemical_control,102,47,covered
大白菜,霜霉病,control_timing,10,2,covered
大白菜,霜霉病,general_qa,7,4,thin
大白菜,霜霉病,occurrence_condition,11,6,covered
大白菜,霜霉病,safety_correction,21,6,covered
大白菜,霜霉病,symptom_diagnosis,45,31,covered
大白菜,青虫,chemical_control,2,1,severe_gap
大白菜,青虫,control_timing,1,1,severe_gap
大白菜,香附子,chemical_control,1,0,severe_gap
大白菜,香附子,safety_correction,1,0,severe_gap
大白菜,鳞翅目幼虫,safety_correction,1,1,severe_gap
大白菜,鳞翅目幼虫,symptom_diagnosis,1,1,severe_gap
大白菜,黄叶病,agronomic_control,3,0,thin
大白菜,黄叶病,biological_control,1,0,severe_gap
大白菜,黄叶病,chemical_control,6,2,thin
大白菜,黄叶病,control_timing,1,0,severe_gap
大白菜,黄叶病,occurrence_condition,2,2,severe_gap
大白菜,黄叶病,safety_correction,1,0,severe_gap
大白菜,黄叶病,symptom_diagnosis,6,3,thin
大白菜,黄曲条跳甲,agronomic_control,4,3,thin
大白菜,黄曲条跳甲,biological_control,1,0,severe_gap
大白菜,黄曲条跳甲,chemical_control,24,9,covered
大白菜,黄曲条跳甲,control_timing,4,2,thin
大白菜,黄曲条跳甲,general_qa,2,0,severe_gap
大白菜,黄曲条跳甲,occurrence_condition,3,2,thin
大白菜,黄曲条跳甲,safety_correction,8,3,covered
大白菜,黄曲条跳甲,symptom_diagnosis,10,6,covered
大白菜,黄萎病,agronomic_control,2,0,severe_gap
大白菜,黄萎病,chemical_control,3,1,thin
大白菜,黄萎病,symptom_diagnosis,1,1,severe_gap
大白菜,黑斑病,agronomic_control,20,6,covered
大白菜,黑斑病,biological_control,5,1,thin
大白菜,黑斑病,chemical_control,27,6,covered
大白菜,黑斑病,control_timing,5,0,thin
大白菜,黑斑病,general_qa,1,0,severe_gap
大白菜,黑斑病,occurrence_condition,8,5,covered
大白菜,黑斑病,safety_correction,3,0,thin
大白菜,黑斑病,symptom_diagnosis,8,5,covered
大白菜,黑胫病,agronomic_control,1,1,severe_gap
大白菜,黑胫病,chemical_control,3,2,thin
大白菜,黑胫病,occurrence_condition,1,1,severe_gap
大白菜,黑胫病,safety_correction,1,1,severe_gap
大白菜,黑胫病,symptom_diagnosis,2,2,severe_gap
大白菜,黑腐病,agronomic_control,14,6,covered
大白菜,黑腐病,biological_control,4,1,thin
大白菜,黑腐病,chemical_control,45,26,covered
大白菜,黑腐病,control_timing,4,1,thin
大白菜,黑腐病,general_qa,2,0,severe_gap
大白菜,黑腐病,occurrence_condition,8,4,covered
大白菜,黑腐病,safety_correction,7,3,thin
大白菜,黑腐病,symptom_diagnosis,24,20,covered
小白菜,disease,agronomic_control,3,3,thin
小白菜,disease,biological_control,3,1,thin
小白菜,disease,chemical_control,12,7,covered
小白菜,disease,general_qa,2,0,severe_gap
小白菜,disease,occurrence_condition,7,2,thin
小白菜,disease,safety_correction,3,3,thin
小白菜,disease,symptom_diagnosis,8,6,covered
小白菜,mixed_pest_disease,general_qa,1,0,severe_gap
小白菜,mixed_pest_disease,occurrence_condition,1,1,severe_gap
小白菜,mixed_pest_disease,symptom_diagnosis,1,1,severe_gap
小白菜,other,biological_control,1,1,severe_gap
小白菜,other,chemical_control,11,7,covered
小白菜,other,general_qa,4,0,thin
小白菜,other,occurrence_condition,5,4,thin
小白菜,other,safety_correction,1,0,severe_gap
小白菜,other,symptom_diagnosis,3,1,thin
小白菜,pest,biological_control,1,1,severe_gap
小白菜,pest,chemical_control,2,1,severe_gap
小白菜,pesticide_use,chemical_control,8,2,covered
小白菜,pesticide_use,occurrence_condition,1,1,severe_gap
小白菜,pesticide_use,safety_correction,3,2,thin
小白菜,pesticide_use,symptom_diagnosis,1,1,severe_gap
小白菜,weak_agronomy,agronomic_control,18,7,covered
小白菜,weak_agronomy,biological_control,1,0,severe_gap
小白菜,weak_agronomy,chemical_control,27,13,covered
小白菜,weak_agronomy,control_timing,3,0,thin
小白菜,weak_agronomy,general_qa,32,2,covered
小白菜,weak_agronomy,occurrence_condition,21,13,covered
小白菜,weak_agronomy,safety_correction,19,7,covered
小白菜,weak_agronomy,symptom_diagnosis,7,4,thin
小白菜,weed,chemical_control,7,1,thin
小白菜,weed,occurrence_condition,1,1,severe_gap
小白菜,weed,safety_correction,2,1,severe_gap
小白菜,丝核菌叶片腐烂病,agronomic_control,1,0,severe_gap
小白菜,丝核菌叶片腐烂病,chemical_control,1,0,severe_gap
小白菜,丝核菌叶片腐烂病,safety_correction,1,0,severe_gap
小白菜,低温冻害,occurrence_condition,1,1,severe_gap
小白菜,低温冻害,symptom_diagnosis,1,1,severe_gap
小白菜,叶斑病,agronomic_control,1,1,severe_gap
小白菜,叶斑病,biological_control,1,1,severe_gap
小白菜,叶斑病,chemical_control,4,4,thin
小白菜,叶斑病,occurrence_condition,2,2,severe_gap
小白菜,叶斑病,symptom_diagnosis,3,3,thin
小白菜,叶甲,chemical_control,1,1,severe_gap
小白菜,叶甲,symptom_diagnosis,1,1,severe_gap
小白菜,地下害虫,biological_control,1,0,severe_gap
小白菜,地下害虫,chemical_control,1,0,severe_gap
小白菜,地下害虫,safety_correction,1,0,severe_gap
小白菜,小菜蛾,biological_control,1,0,severe_gap
小白菜,小菜蛾,chemical_control,5,2,thin
小白菜,小菜蛾,occurrence_condition,1,1,severe_gap
小白菜,小菜蛾,safety_correction,4,2,thin
小白菜,小菜蛾,symptom_diagnosis,1,0,severe_gap
小白菜,干烧心,agronomic_control,1,1,severe_gap
小白菜,干烧心,safety_correction,1,1,severe_gap
小白菜,干烧心,symptom_diagnosis,1,1,severe_gap
小白菜,斑潜蝇,chemical_control,1,1,severe_gap
小白菜,斜纹夜蛾,agronomic_control,1,0,severe_gap
小白菜,斜纹夜蛾,chemical_control,1,0,severe_gap
小白菜,斜纹夜蛾,safety_correction,1,0,severe_gap
小白菜,杂草,general_qa,1,0,severe_gap
小白菜,根结线虫,chemical_control,1,1,severe_gap
小白菜,根结线虫病,chemical_control,1,1,severe_gap
小白菜,根肿病,agronomic_control,6,5,thin
小白菜,根肿病,chemical_control,8,7,covered
小白菜,根肿病,occurrence_condition,2,2,severe_gap
小白菜,根肿病,symptom_diagnosis,3,2,thin
小白菜,根腐病,biological_control,1,1,severe_gap
小白菜,根腐病,chemical_control,1,0,severe_gap
小白菜,沤根,agronomic_control,1,1,severe_gap
小白菜,沤根,chemical_control,1,1,severe_gap
小白菜,灰灰菜,chemical_control,2,0,severe_gap
小白菜,灰霉病,biological_control,2,2,severe_gap
小白菜,灰霉病,chemical_control,2,2,severe_gap
小白菜,灰霉病,symptom_diagnosis,2,2,severe_gap
小白菜,炭疽病,agronomic_control,2,0,severe_gap
小白菜,炭疽病,chemical_control,4,1,thin
小白菜,炭疽病,safety_correction,3,1,thin
小白菜,炭疽病,symptom_diagnosis,1,0,severe_gap
小白菜,猝倒病,chemical_control,1,1,severe_gap
小白菜,猝倒病,general_qa,1,0,severe_gap
小白菜,病毒病,agronomic_control,1,0,severe_gap
小白菜,病毒病,chemical_control,1,0,severe_gap
小白菜,病毒病,safety_correction,1,0,severe_gap
小白菜,白斑病,agronomic_control,1,1,severe_gap
小白菜,白斑病,chemical_control,7,6,thin
小白菜,白斑病,control_timing,1,1,severe_gap
小白菜,白斑病,occurrence_condition,2,2,severe_gap
小白菜,白斑病,symptom_diagnosis,2,2,severe_gap
小白菜,白锈病,chemical_control,3,3,thin
小白菜,白锈病,symptom_diagnosis,2,2,severe_gap
小白菜,立枯病,chemical_control,1,0,severe_gap
小白菜,立枯病,general_qa,1,0,severe_gap
小白菜,细菌性,agronomic_control,1,0,severe_gap
小白菜,细菌性,chemical_control,3,2,thin
小白菜,细菌性,safety_correction,3,2,thin
小白菜,细菌性,symptom_diagnosis,1,0,severe_gap
小白菜,缺钙症,general_qa,2,2,severe_gap
小白菜,苗期,chemical_control,1,0,severe_gap
小白菜,苗期,safety_correction,1,0,severe_gap
小白菜,菌核病,chemical_control,2,0,severe_gap
小白菜,菌核病,safety_correction,1,0,severe_gap
小白菜,菌核病,symptom_diagnosis,1,0,severe_gap
小白菜,菜青虫,agronomic_control,2,0,severe_gap
小白菜,菜青虫,biological_control,1,0,severe_gap
小白菜,菜青虫,chemical_control,4,1,thin
小白菜,菜青虫,safety_correction,4,1,thin
小白菜,菜青虫,symptom_diagnosis,1,0,severe_gap
小白菜,蓟马,agronomic_control,1,0,severe_gap
小白菜,蓟马,chemical_control,1,0,severe_gap
小白菜,蓟马,safety_correction,1,0,severe_gap
小白菜,蚜虫,agronomic_control,1,0,severe_gap
小白菜,蚜虫,chemical_control,5,2,thin
小白菜,蚜虫,general_qa,1,0,severe_gap
小白菜,蚜虫,occurrence_condition,2,2,severe_gap
小白菜,蚜虫,safety_correction,2,1,severe_gap
小白菜,蚜虫,symptom_diagnosis,1,1,severe_gap
小白菜,蛞蝓,chemical_control,1,1,severe_gap
小白菜,蛞蝓,safety_correction,1,1,severe_gap
小白菜,蛾类,chemical_control,1,0,severe_gap
小白菜,蜗牛,chemical_control,1,1,severe_gap
小白菜,蜗牛,safety_correction,1,1,severe_gap
小白菜,蝼蛄,chemical_control,1,0,severe_gap
小白菜,褐斑病,biological_control,1,1,severe_gap
小白菜,褐斑病,chemical_control,3,2,thin
小白菜,褐斑病,occurrence_condition,2,1,severe_gap
小白菜,褐腐病,agronomic_control,1,1,severe_gap
小白菜,褐腐病,biological_control,1,1,severe_gap
小白菜,褐腐病,chemical_control,1,1,severe_gap
小白菜,褐腐病,symptom_diagnosis,1,1,severe_gap
小白菜,角斑病,chemical_control,1,0,severe_gap
小白菜,角斑病,safety_correction,1,0,severe_gap
小白菜,软腐病,agronomic_control,3,0,thin
小白菜,软腐病,biological_control,3,2,thin
小白菜,软腐病,chemical_control,12,4,covered
小白菜,软腐病,occurrence_condition,1,0,severe_gap
小白菜,软腐病,safety_correction,4,1,thin
小白菜,软腐病,symptom_diagnosis,4,3,thin
小白菜,野苋菜,chemical_control,1,0,severe_gap
小白菜,霜霉病,agronomic_control,2,0,severe_gap
小白菜,霜霉病,biological_control,3,2,thin
小白菜,霜霉病,chemical_control,8,6,covered
小白菜,霜霉病,control_timing,1,1,severe_gap
小白菜,霜霉病,occurrence_condition,1,1,severe_gap
小白菜,霜霉病,safety_correction,3,2,thin
小白菜,霜霉病,symptom_diagnosis,3,3,thin
小白菜,青虫,chemical_control,1,1,severe_gap
小白菜,青虫,general_qa,1,0,severe_gap
小白菜,青虫,safety_correction,1,1,severe_gap
小白菜,鸟害,chemical_control,1,1,severe_gap
小白菜,鸟害,symptom_diagnosis,1,1,severe_gap
小白菜,鹅儿草,general_qa,1,0,severe_gap
小白菜,麻雀,chemical_control,1,1,severe_gap
小白菜,麻雀,symptom_diagnosis,1,1,severe_gap
小白菜,黄叶病,biological_control,1,1,severe_gap
小白菜,黄叶病,chemical_control,1,1,severe_gap
小白菜,黄叶病,symptom_diagnosis,1,1,severe_gap
小白菜,黄曲条跳甲,agronomic_control,2,0,severe_gap
小白菜,黄曲条跳甲,chemical_control,10,2,covered
小白菜,黄曲条跳甲,control_timing,2,0,severe_gap
小白菜,黄曲条跳甲,safety_correction,4,2,thin
小白菜,黄曲条跳甲,symptom_diagnosis,1,0,severe_gap
小白菜,黑斑病,agronomic_control,1,0,severe_gap
小白菜,黑斑病,chemical_control,2,0,severe_gap
小白菜,黑斑病,safety_correction,2,0,severe_gap
小白菜,黑斑病,symptom_diagnosis,1,0,severe_gap
小白菜,黑腐病,agronomic_control,1,0,severe_gap
小白菜,黑腐病,biological_control,2,0,severe_gap
小白菜,黑腐病,chemical_control,3,0,thin
小白菜,黑腐病,general_qa,1,0,severe_gap
小白菜,黑腐病,occurrence_condition,1,0,severe_gap
小白菜,黑腐病,safety_correction,2,0,severe_gap
抱子甘蓝,weak_agronomy,agronomic_control,1,0,severe_gap
抱子甘蓝,weak_agronomy,control_timing,2,0,severe_gap
抱子甘蓝,weak_agronomy,general_qa,2,0,severe_gap
抱子甘蓝,weak_agronomy,safety_correction,3,0,thin
油菜,disease,chemical_control,3,1,thin
油菜,disease,general_qa,3,2,thin
油菜,disease,occurrence_condition,1,1,severe_gap
油菜,disease,safety_correction,2,0,severe_gap
油菜,disease,symptom_diagnosis,2,1,severe_gap
油菜,mixed_pest_disease,agronomic_control,1,0,severe_gap
油菜,mixed_pest_disease,chemical_control,1,0,severe_gap
油菜,mixed_pest_disease,safety_correction,1,0,severe_gap
油菜,other,agronomic_control,2,0,severe_gap
油菜,other,chemical_control,12,0,covered
油菜,other,control_timing,3,0,thin
油菜,other,general_qa,5,1,thin
油菜,other,occurrence_condition,2,0,severe_gap
油菜,other,safety_correction,3,0,thin
油菜,other,symptom_diagnosis,11,0,covered
油菜,pest,chemical_control,2,0,severe_gap
油菜,pesticide_use,agronomic_control,2,0,severe_gap
油菜,pesticide_use,chemical_control,12,2,covered
油菜,pesticide_use,control_timing,4,0,thin
油菜,pesticide_use,occurrence_condition,3,0,thin
油菜,pesticide_use,safety_correction,9,2,covered
油菜,pesticide_use,symptom_diagnosis,4,2,thin
油菜,weak_agronomy,agronomic_control,49,1,covered
油菜,weak_agronomy,biological_control,5,2,thin
油菜,weak_agronomy,chemical_control,65,6,covered
油菜,weak_agronomy,control_timing,17,2,covered
油菜,weak_agronomy,general_qa,38,4,covered
油菜,weak_agronomy,occurrence_condition,29,7,covered
油菜,weak_agronomy,safety_correction,43,3,covered
油菜,weak_agronomy,symptom_diagnosis,13,3,covered
油菜,weed,agronomic_control,2,1,severe_gap
油菜,weed,chemical_control,19,4,covered
油菜,weed,control_timing,1,0,severe_gap
油菜,weed,general_qa,1,0,severe_gap
油菜,weed,occurrence_condition,4,0,thin
油菜,weed,safety_correction,11,4,covered
油菜,weed,symptom_diagnosis,2,1,severe_gap
油菜,僵苗,agronomic_control,1,0,severe_gap
油菜,僵苗,chemical_control,1,0,severe_gap
油菜,僵苗,occurrence_condition,1,0,severe_gap
油菜,僵苗,symptom_diagnosis,1,0,severe_gap
油菜,冻害,agronomic_control,2,0,severe_gap
油菜,冻害,chemical_control,3,1,thin
油菜,冻害,control_timing,1,0,severe_gap
油菜,冻害,general_qa,1,0,severe_gap
油菜,冻害,safety_correction,2,0,severe_gap
油菜,冻害,symptom_diagnosis,2,1,severe_gap
油菜,叶斑病,chemical_control,4,4,thin
油菜,叶斑病,occurrence_condition,2,2,severe_gap
油菜,叶斑病,symptom_diagnosis,5,5,thin
油菜,地下害虫,chemical_control,2,0,severe_gap
油菜,地老虎,chemical_control,1,0,severe_gap
油菜,地老虎,control_timing,1,0,severe_gap
油菜,地老虎,symptom_diagnosis,1,0,severe_gap
油菜,大根病,agronomic_control,1,0,severe_gap
油菜,婆婆拉,chemical_control,1,0,severe_gap
油菜,婆婆拉,safety_correction,1,0,severe_gap
油菜,婆婆纳,chemical_control,3,0,thin
油菜,婆婆纳,safety_correction,2,0,severe_gap
油菜,小菜蛾,agronomic_control,2,0,severe_gap
油菜,小菜蛾,chemical_control,3,0,thin
油菜,小菜蛾,control_timing,2,0,severe_gap
油菜,小菜蛾,safety_correction,1,0,severe_gap
油菜,小菜蛾,symptom_diagnosis,2,0,severe_gap
油菜,心腐病,chemical_control,2,1,severe_gap
油菜,杂草,agronomic_control,5,0,thin
油菜,杂草,chemical_control,35,4,covered
油菜,杂草,control_timing,6,1,thin
油菜,杂草,general_qa,5,0,thin
油菜,杂草,occurrence_condition,2,0,severe_gap
油菜,杂草,safety_correction,24,4,covered
油菜,杂草,symptom_diagnosis,1,0,severe_gap
油菜,根肿病,agronomic_control,2,0,severe_gap
油菜,根肿病,chemical_control,6,1,thin
油菜,根肿病,general_qa,1,1,severe_gap
油菜,根肿病,safety_correction,1,1,severe_gap
油菜,根肿病,symptom_diagnosis,2,0,severe_gap
油菜,根腐病,chemical_control,1,1,severe_gap
油菜,根腐病,symptom_diagnosis,2,2,severe_gap
油菜,死棵烂根,general_qa,1,0,severe_gap
油菜,死苗,biological_control,1,0,severe_gap
油菜,死苗,chemical_control,1,0,severe_gap
油菜,死苗,occurrence_condition,1,0,severe_gap
油菜,水芹菜,chemical_control,1,0,severe_gap
油菜,油虫,chemical_control,1,0,severe_gap
油菜,泥糊菜,chemical_control,1,0,severe_gap
油菜,泥糊菜,safety_correction,1,0,severe_gap
油菜,潜叶蝇,agronomic_control,2,0,severe_gap
油菜,潜叶蝇,chemical_control,4,1,thin
油菜,潜叶蝇,control_timing,1,0,severe_gap
油菜,潜叶蝇,safety_correction,1,0,severe_gap
油菜,潜叶蝇,symptom_diagnosis,2,1,severe_gap
油菜,灰灰菜,chemical_control,1,0,severe_gap
油菜,灰霉病,chemical_control,1,1,severe_gap
油菜,炭疽病,chemical_control,2,1,severe_gap
油菜,炭疽病,symptom_diagnosis,1,0,severe_gap
油菜,牛繁缕,chemical_control,2,0,severe_gap
油菜,牛繁缕,safety_correction,1,0,severe_gap
油菜,猝倒病,chemical_control,3,1,thin
油菜,猝倒病,safety_correction,2,0,severe_gap
油菜,猝倒病,symptom_diagnosis,2,1,severe_gap
油菜,猪殃殃,chemical_control,3,0,thin
油菜,猪殃殃,safety_correction,1,0,severe_gap
油菜,猪殃殃,symptom_diagnosis,1,0,severe_gap
油菜,猪泱泱,chemical_control,1,0,severe_gap
油菜,猪泱泱,safety_correction,1,0,severe_gap
油菜,猿叶甲,chemical_control,1,1,severe_gap
油菜,猿叶甲,control_timing,1,1,severe_gap
油菜,猿叶甲,symptom_diagnosis,1,1,severe_gap
油菜,猿叶虫,chemical_control,1,0,severe_gap
油菜,生理性,chemical_control,1,1,severe_gap
油菜,生理性,occurrence_condition,1,1,severe_gap
油菜,生理性,safety_correction,1,1,severe_gap
油菜,生理性,symptom_diagnosis,2,2,severe_gap
油菜,生理性卷叶,chemical_control,1,1,severe_gap
油菜,生理障碍,general_qa,1,0,severe_gap
油菜,疑似药害,chemical_control,1,1,severe_gap
油菜,疑似药害,occurrence_condition,1,1,severe_gap
油菜,疑似药害,safety_correction,1,1,severe_gap
油菜,疑似药害,symptom_diagnosis,1,1,severe_gap
油菜,病毒病,agronomic_control,5,0,thin
油菜,病毒病,chemical_control,13,2,covered
油菜,病毒病,control_timing,1,0,severe_gap
油菜,病毒病,occurrence_condition,1,0,severe_gap
油菜,病毒病,safety_correction,4,0,thin
油菜,病毒病,symptom_diagnosis,8,2,covered
油菜,白粉病,agronomic_control,1,0,severe_gap
油菜,白粉病,chemical_control,1,0,severe_gap
油菜,白粉病,occurrence_condition,1,0,severe_gap
油菜,白粉病,symptom_diagnosis,1,0,severe_gap
油菜,白苗,general_qa,1,0,severe_gap
油菜,白锈病,agronomic_control,5,1,thin
油菜,白锈病,biological_control,2,1,severe_gap
油菜,白锈病,chemical_control,7,2,thin
油菜,白锈病,control_timing,2,1,severe_gap
油菜,白锈病,occurrence_condition,1,1,severe_gap
油菜,白锈病,safety_correction,4,0,thin
油菜,白锈病,symptom_diagnosis,4,1,thin
油菜,看麦娘,chemical_control,1,0,severe_gap
油菜,看麦娘,occurrence_condition,1,0,severe_gap
油菜,硼中毒,symptom_diagnosis,1,1,severe_gap
油菜,立枯病,chemical_control,2,0,severe_gap
油菜,立枯病,safety_correction,2,0,severe_gap
油菜,立枯病,symptom_diagnosis,1,0,severe_gap
油菜,繁缕,chemical_control,1,0,severe_gap
油菜,繁缕,safety_correction,1,0,severe_gap
油菜,红叶病,chemical_control,1,0,severe_gap
油菜,红叶病,symptom_diagnosis,1,0,severe_gap
油菜,细菌性,chemical_control,2,2,severe_gap
油菜,细菌性,occurrence_condition,1,0,severe_gap
油菜,细菌性,safety_correction,2,2,severe_gap
油菜,缺硼症,agronomic_control,1,0,severe_gap
油菜,缺硼症,chemical_control,5,1,thin
油菜,缺硼症,control_timing,3,0,thin
油菜,缺硼症,occurrence_condition,4,1,thin
油菜,缺硼症,symptom_diagnosis,8,2,covered
油菜,缺磷,chemical_control,1,1,severe_gap
油菜,缺磷,occurrence_condition,1,1,severe_gap
油菜,缺磷,safety_correction,1,1,severe_gap
油菜,缺磷,symptom_diagnosis,1,1,severe_gap
油菜,缺素,chemical_control,2,2,severe_gap
油菜,缺素,occurrence_condition,1,1,severe_gap
油菜,缺素,safety_correction,1,1,severe_gap
油菜,缺素,symptom_diagnosis,2,2,severe_gap
油菜,缺素症,chemical_control,3,0,thin
油菜,缺素症,occurrence_condition,1,0,severe_gap
油菜,缺素症,symptom_diagnosis,3,0,thin
油菜,胺苯磺隆药害,chemical_control,1,1,severe_gap
油菜,胺苯磺隆药害,safety_correction,1,1,severe_gap
油菜,胺苯磺隆药害,symptom_diagnosis,1,1,severe_gap
油菜,芝麻苗,chemical_control,1,0,severe_gap
油菜,花叶病,agronomic_control,1,1,severe_gap
油菜,花叶病,chemical_control,1,1,severe_gap
油菜,花叶病,control_timing,1,1,severe_gap
油菜,花叶病,safety_correction,1,1,severe_gap
油菜,花叶病,symptom_diagnosis,1,1,severe_gap
油菜,花而不实,chemical_control,2,0,severe_gap
油菜,花而不实,control_timing,1,0,severe_gap
油菜,花而不实,occurrence_condition,3,0,thin
油菜,花而不实,safety_correction,1,0,severe_gap
油菜,花而不实,symptom_diagnosis,1,0,severe_gap
油菜,苗,chemical_control,1,0,severe_gap
油菜,苗,safety_correction,1,0,severe_gap
油菜,苗,symptom_diagnosis,1,0,severe_gap
油菜,茎基腐病,chemical_control,1,1,severe_gap
油菜,荠菜,chemical_control,1,1,severe_gap
油菜,荠菜,symptom_diagnosis,1,1,severe_gap
油菜,药害,chemical_control,5,1,thin
油菜,药害,occurrence_condition,2,0,severe_gap
油菜,药害,safety_correction,5,1,thin
油菜,药害,symptom_diagnosis,3,1,thin
油菜,菌核病,agronomic_control,38,10,covered
油菜,菌核病,biological_control,7,2,thin
油菜,菌核病,chemical_control,58,14,covered
油菜,菌核病,control_timing,21,7,covered
油菜,菌核病,general_qa,23,9,covered
油菜,菌核病,occurrence_condition,13,4,covered
油菜,菌核病,safety_correction,26,4,covered
油菜,菌核病,symptom_diagnosis,14,6,covered
油菜,菜蝽,agronomic_control,1,0,severe_gap
油菜,菜蝽,chemical_control,1,0,severe_gap
油菜,菜蝽,control_timing,1,0,severe_gap
油菜,菜青虫,agronomic_control,5,0,thin
油菜,菜青虫,chemical_control,11,0,covered
油菜,菜青虫,safety_correction,4,0,thin
油菜,菜青虫,symptom_diagnosis,3,0,thin
油菜,萎缩不实症,chemical_control,2,0,severe_gap
油菜,萎缩不实症,occurrence_condition,1,0,severe_gap
油菜,萎缩不实症,symptom_diagnosis,2,0,severe_gap
油菜,蚜虫,agronomic_control,13,1,covered
油菜,蚜虫,chemical_control,28,4,covered
油菜,蚜虫,control_timing,3,2,thin
油菜,蚜虫,general_qa,2,1,severe_gap
油菜,蚜虫,occurrence_condition,4,0,thin
油菜,蚜虫,safety_correction,10,1,covered
油菜,蚜虫,symptom_diagnosis,10,2,covered
油菜,蛴螬,chemical_control,1,0,severe_gap
油菜,蛴螬,control_timing,1,0,severe_gap
油菜,蛴螬,symptom_diagnosis,1,0,severe_gap
油菜,软腐病,chemical_control,4,1,thin
油菜,软腐病,general_qa,1,1,severe_gap
油菜,软腐病,occurrence_condition,1,0,severe_gap
油菜,软腐病,safety_correction,4,1,thin
油菜,软腐病,symptom_diagnosis,3,1,thin
油菜,通泉草,chemical_control,1,0,severe_gap
油菜,通泉草,safety_correction,1,0,severe_gap
油菜,通泉草,symptom_diagnosis,1,0,severe_gap
油菜,除草剂药害,chemical_control,3,1,thin
油菜,除草剂药害,occurrence_condition,3,1,thin
油菜,除草剂药害,safety_correction,3,1,thin
油菜,除草剂药害,symptom_diagnosis,2,1,severe_gap
油菜,霜毒病,agronomic_control,1,0,severe_gap
油菜,霜毒病,chemical_control,1,0,severe_gap
油菜,霜霉病,agronomic_control,13,4,covered
油菜,霜霉病,biological_control,1,1,severe_gap
油菜,霜霉病,chemical_control,27,9,covered
油菜,霜霉病,control_timing,4,2,thin
油菜,霜霉病,general_qa,3,1,thin
油菜,霜霉病,occurrence_condition,5,4,thin
油菜,霜霉病,safety_correction,10,1,covered
油菜,霜霉病,symptom_diagnosis,9,5,covered
油菜,青草,chemical_control,1,0,severe_gap
油菜,青草,safety_correction,1,0,severe_gap
油菜,青虫,agronomic_control,1,1,severe_gap
油菜,青虫,chemical_control,1,1,severe_gap
油菜,青虫,control_timing,1,1,severe_gap
油菜,青虫,safety_correction,1,1,severe_gap
油菜,青虫,symptom_diagnosis,1,1,severe_gap
油菜,鸟害,chemical_control,1,0,severe_gap
油菜,鸟害,safety_correction,1,0,severe_gap
油菜,黄曲条跳甲,agronomic_control,3,0,thin
油菜,黄曲条跳甲,chemical_control,8,2,covered
油菜,黄曲条跳甲,control_timing,1,1,severe_gap
油菜,黄曲条跳甲,occurrence_condition,1,1,severe_gap
油菜,黄曲条跳甲,safety_correction,2,0,severe_gap
油菜,黄曲条跳甲,symptom_diagnosis,4,2,thin
油菜,黑斑病,agronomic_control,2,1,severe_gap
油菜,黑斑病,biological_control,1,1,severe_gap
油菜,黑斑病,chemical_control,8,3,covered
油菜,黑斑病,control_timing,2,0,severe_gap
油菜,黑斑病,occurrence_condition,1,1,severe_gap
油菜,黑斑病,symptom_diagnosis,5,2,thin
油菜,黑胫病,agronomic_control,1,0,severe_gap
油菜,黑胫病,chemical_control,1,0,severe_gap
油菜,黑胫病,symptom_diagnosis,1,0,severe_gap
油菜,黑腐病,agronomic_control,1,0,severe_gap
油菜,黑腐病,occurrence_condition,1,0,severe_gap
油菜,黑腐病,symptom_diagnosis,1,0,severe_gap
甘蓝,disease,agronomic_control,6,1,thin
甘蓝,disease,biological_control,4,2,thin
甘蓝,disease,chemical_control,13,10,covered
甘蓝,disease,general_qa,5,3,thin
甘蓝,disease,occurrence_condition,8,3,covered
甘蓝,disease,safety_correction,3,1,thin
甘蓝,disease,symptom_diagnosis,13,8,covered
甘蓝,mixed_pest_disease,chemical_control,1,0,severe_gap
甘蓝,other,biological_control,2,1,severe_gap
甘蓝,other,chemical_control,6,5,thin
甘蓝,other,control_timing,1,1,severe_gap
甘蓝,other,general_qa,19,11,covered
甘蓝,other,occurrence_condition,3,3,thin
甘蓝,other,safety_correction,2,1,severe_gap
甘蓝,other,symptom_diagnosis,6,4,thin
甘蓝,pest,chemical_control,6,4,thin
甘蓝,pest,occurrence_condition,1,1,severe_gap
甘蓝,pest,symptom_diagnosis,1,1,severe_gap
甘蓝,pesticide_use,biological_control,2,0,severe_gap
甘蓝,pesticide_use,chemical_control,9,1,covered
甘蓝,pesticide_use,occurrence_condition,2,1,severe_gap
甘蓝,pesticide_use,safety_correction,5,1,thin
甘蓝,weak_agronomy,agronomic_control,54,26,covered
甘蓝,weak_agronomy,biological_control,3,0,thin
甘蓝,weak_agronomy,chemical_control,28,15,covered
甘蓝,weak_agronomy,control_timing,35,17,covered
甘蓝,weak_agronomy,general_qa,121,59,covered
甘蓝,weak_agronomy,occurrence_condition,22,6,covered
甘蓝,weak_agronomy,safety_correction,56,38,covered
甘蓝,weak_agronomy,symptom_diagnosis,25,23,covered
甘蓝,weed,chemical_control,11,4,covered
甘蓝,weed,safety_correction,4,1,thin
甘蓝,不结球,agronomic_control,1,1,severe_gap
甘蓝,不结球,chemical_control,1,1,severe_gap
甘蓝,不结球,occurrence_condition,1,1,severe_gap
甘蓝,先期抽薹,general_qa,1,1,severe_gap
甘蓝,先期抽薹,occurrence_condition,1,1,severe_gap
